,ape,ape_name,ape_len,ape_cat0,ape_cat1,ape_cat2,ape_cat3,Libellé,Code
1108,3514Z,Commerce d'électricité,5,35,1.0,4.0,Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
1109,649,"Autres activ. serv. financiers, hors assurance & caisses retraite",3,64,9.0,,,Activités financières et d'assurance,K
1110,0620Z,Extraction de gaz naturel,5,6,2.0,0.0,Z,Industries extractives,B
1111,3523,Commerce de combustibles gazeux par conduites,4,35,2.0,3.0,,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
1112,4211Z,Construction de routes et autoroutes,5,42,1.0,1.0,Z,Construction,F
1113,4120B,Construction d'autres bâtiments,5,41,2.0,0.0,B,Construction,F
1114,1071B,Cuisson de produits de boulangerie,5,10,7.0,1.0,B,Industrie manufacturière,C
1115,181,Imprimerie et services annexes,3,18,1.0,,,Industrie manufacturière,C
1116,4329,Autres travaux d'installation,4,43,2.0,9.0,,Construction,F
1117,4332C,Agencement de lieux de vente,5,43,3.0,2.0,C,Construction,F
1118,7729,Location et location-bail autres biens personnels et domestiques,4,77,2.0,9.0,,Activités de services administratifs et de soutien,N
1119,6411,Activités de banque centrale,4,64,1.0,1.0,,Activités financières et d'assurance,K
1120,1103,Fabrication de cidre et de vins de fruits,4,11,0.0,3.0,,Industrie manufacturière,C
1121,2311Z,Fabrication de verre plat,5,23,1.0,1.0,Z,Industrie manufacturière,C
1122,3040Z,Construction de véhicules militaires de combat,5,30,4.0,0.0,Z,Industrie manufacturière,C
1123,8531Z,Enseignement secondaire général,5,85,3.0,1.0,Z,Enseignement,P
1124,132,Tissage,3,13,2.0,,,Industrie manufacturière,C
1125,231,Fabrication de verre et d'articles en verre,3,23,1.0,,,Industrie manufacturière,C
1126,6512,Autres assurances,4,65,1.0,2.0,,Activités financières et d'assurance,K
1127,4671,Commerce de gros de combustibles et de produits annexes,4,46,7.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
1128,2651B,Fabrication d'instrumentation scientifique et technique,5,26,5.0,1.0,B,Industrie manufacturière,C
1129,2051Z,Fabrication de produits explosifs,5,20,5.0,1.0,Z,Industrie manufacturière,C
1130,2399,Fabrication d'autres produits minéraux non métalliques n.c.a.,4,23,9.0,9.0,,Industrie manufacturière,C
1131,0144Z,Élevage de chameaux et d'autres camélidés,5,1,4.0,4.0,Z,"Agriculture, sylviculture et pêche",A
1132,1624Z,Fabrication d'emballages en bois,5,16,2.0,4.0,Z,Industrie manufacturière,C
1133,4312A,Travaux de terrassement courants et travaux préparatoires,5,43,1.0,2.0,A,Construction,F
1134,8430C,Distribution sociale de revenus,5,84,3.0,0.0,C,Administration publique,O
1135,2041Z,"Fabrication de savons, détergents et produits d'entretien",5,20,4.0,1.0,Z,Industrie manufacturière,C
1136,1013,Préparation de produits à base de viande,4,10,1.0,3.0,,Industrie manufacturière,C
1137,9003B,Autre création artistique,5,90,0.0,3.0,B,"Arts, spectacles et activités récréatives",R
1138,4637Z,"Commerce de gros de café, thé, cacao et épices",5,46,3.0,7.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1139,641,Intermédiation monétaire,3,64,1.0,,,Activités financières et d'assurance,K
1140,471,Commerce de détail en magasin non spécialisé,3,47,1.0,,,Commerce ; réparation d'automobiles et de motocycles,G
1141,8220,Activités de centres d'appels,4,82,2.0,0.0,,Activités de services administratifs et de soutien,N
1142,8810B,Accueil accompagn. sans héberg. adultes handicapés ou pers. âgées,5,88,1.0,0.0,B,Santé humaine et action sociale,Q
1143,4611,"Interm. du comm. en m.p. agricoles & textiles, animaux vivants",4,46,1.0,1.0,,Commerce ; réparation d'automobiles et de motocycles,G
1144,4673,"Comm. gros bois, matériaux de construction & appareils sanitaires",4,46,7.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
1145,9420,Activités des syndicats de salariés,4,94,2.0,0.0,,Autres activités de services,S
1146,701,Activités des sièges sociaux,3,70,1.0,,,"Activités spécialisées, scientifiques et techniques",M
1147,8430B,Gestion des retraites complémentaires,5,84,3.0,0.0,B,Administration publique,O
1148,2343Z,Fabrication d'isolateurs et pièces isolantes en céramique,5,23,4.0,3.0,Z,Industrie manufacturière,C
1149,255,"Forge, emboutissage, estampage; métallurgie des poudres",3,25,5.0,,,Industrie manufacturière,C
1150,601,Édition et diffusion de programmes radio,3,60,1.0,,,Information et communication,J
1151,6130,Télécommunications par satellite,4,61,3.0,0.0,,Information et communication,J
1152,7500,Activités vétérinaires,4,75,0.0,0.0,,"Activités spécialisées, scientifiques et techniques",M
1153,8551,Enseignement de disciplines sportives et d'activités de loisirs,4,85,5.0,1.0,,Enseignement,P
1154,120,Fabrication de produits à base de tabac,3,12,0.0,,,Industrie manufacturière,C
1155,4519,Commerce d'autres véhicules automobiles,4,45,1.0,9.0,,Commerce ; réparation d'automobiles et de motocycles,G
1156,5110Z,Transports aériens de passagers,5,51,1.0,0.0,Z,Transports et entreposage,H
1157,3811Z,Collecte des déchets non dangereux,5,38,1.0,1.0,Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
1158,4675Z,Commerce de gros de produits chimiques,5,46,7.0,5.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1159,2443,"Métallurgie du plomb, du zinc ou de l'étain",4,24,4.0,3.0,,Industrie manufacturière,C
1160,791,Activités des agences de voyage et voyagistes,3,79,1.0,,,Activités de services administratifs et de soutien,N
1161,2829B,Fabrication d'autres machines d'usage général,5,28,2.0,9.0,B,Industrie manufacturière,C
1162,467,Autres commerces de gros spécialisés,3,46,7.0,,,Commerce ; réparation d'automobiles et de motocycles,G
1163,2640Z,Fabrication de produits électroniques grand public,5,26,4.0,0.0,Z,Industrie manufacturière,C
1164,2821Z,Fabrication de fours et brûleurs,5,28,2.0,1.0,Z,Industrie manufacturière,C
1165,3313,Réparation de matériels électroniques et optiques,4,33,1.0,3.0,,Industrie manufacturière,C
1166,6511,Assurance vie,4,65,1.0,1.0,,Activités financières et d'assurance,K
1167,9412,Activités des organisations professionnelles,4,94,1.0,2.0,,Autres activités de services,S
1168,2811,Fabrication moteurs & turbines sf moteurs d'avions & de véhicules,4,28,1.0,1.0,,Industrie manufacturière,C
1169,4942Z,Services de déménagement,5,49,4.0,2.0,Z,Transports et entreposage,H
1170,8413,Administration publique (tutelle) des activités économiques,4,84,1.0,3.0,,Administration publique,O
1171,661,"Activ. auxil. serv. financiers, hors assurance & caisses retraite",3,66,1.0,,,Activités financières et d'assurance,K
1172,2352,Fabrication de chaux et plâtre,4,23,5.0,2.0,,Industrie manufacturière,C
1173,691,Activités juridiques,3,69,1.0,,,"Activités spécialisées, scientifiques et techniques",M
1174,93,"Activités sportives, récréatives et de loisirs",2,93,,,,"Arts, spectacles et activités récréatives",R
1175,1107B,Production de boissons rafraîchissantes,5,11,0.0,7.0,B,Industrie manufacturière,C
1176,2562,Usinage,4,25,6.0,2.0,,Industrie manufacturière,C
1177,4723Z,Comm. détail poissons crustacés & mollusques (magasin spécialisé),5,47,2.0,3.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1178,4532,Commerce de détail d'équipements automobiles,4,45,3.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
1179,4649,Commerce de gros d'autres biens domestiques,4,46,4.0,9.0,,Commerce ; réparation d'automobiles et de motocycles,G
1180,1721B,Fabrication de cartonnages,5,17,2.0,1.0,B,Industrie manufacturière,C
1181,8412,Adm. pub. tutelle santé form. cult. & social (aut que sécu. soc.),4,84,1.0,2.0,,Administration publique,O
1182,4311Z,Travaux de démolition,5,43,1.0,1.0,Z,Construction,F
1183,4751Z,Commerce de détail de textiles en magasin spécialisé,5,47,5.0,1.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1184,474,Comm. détail équipts de l'information & communic. (magas. spéc.),3,47,4.0,,,Commerce ; réparation d'automobiles et de motocycles,G
1185,5223Z,Services auxiliaires des transports aériens,5,52,2.0,3.0,Z,Transports et entreposage,H
1186,4613,Intermédiaires du commerce en bois et matériaux de construction,4,46,1.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
1187,8559A,Formation continue d'adultes,5,85,5.0,9.0,A,Enseignement,P
1188,4761Z,Commerce de détail de livres en magasin spécialisé,5,47,6.0,1.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1189,5630Z,Débits de boissons,5,56,3.0,0.0,Z,Hébergement et restauration,I
1190,6202,Conseil informatique,4,62,0.0,2.0,,Information et communication,J
1191,254,Fabrication d'armes et de munitions,3,25,4.0,,,Industrie manufacturière,C
1192,4520,Entretien et réparation de véhicules automobiles,4,45,2.0,0.0,,Commerce ; réparation d'automobiles et de motocycles,G
1193,253,Fabric. générateurs vapeur sf chaudières pour chauffage central,3,25,3.0,,,Industrie manufacturière,C
1194,252,"Fabrication de réservoirs, citernes et conteneurs métalliques",3,25,2.0,,,Industrie manufacturière,C
1195,6630Z,Gestion de fonds,5,66,3.0,0.0,Z,Activités financières et d'assurance,K
1196,124,Culture de fruits à pépins et à noyau,3,12,4.0,,,Industrie manufacturière,C
1197,59,Prod. films cinémat. vidéo & prog.TV; enrg. sonore & éd. musicale,2,59,,,,Information et communication,J
1198,3821,Traitement et élimination des déchets non dangereux,4,38,2.0,1.0,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
1199,4777Z,Comm. détail d'articles horlogerie & bijouterie (magas. spéc.),5,47,7.0,7.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1200,9604,Entretien corporel,4,96,0.0,4.0,,Autres activités de services,S
1201,2830,Fabrication de machines agricoles et forestières,4,28,3.0,0.0,,Industrie manufacturière,C
1202,477,Autres commerces de détail en magasin spécialisé,3,47,7.0,,,Commerce ; réparation d'automobiles et de motocycles,G
1203,4399C,Travaux de maçonnerie générale et gros oeuvre de bâtiment,5,43,9.0,9.0,C,Construction,F
1204,3030,Construction aéronautique et spatiale,4,30,3.0,0.0,,Industrie manufacturière,C
1205,1073Z,Fabrication de pâtes alimentaires,5,10,7.0,3.0,Z,Industrie manufacturière,C
1206,2312,Façonnage et transformation du verre plat,4,23,1.0,2.0,,Industrie manufacturière,C
1207,3511,Production d'électricité,4,35,1.0,1.0,,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
1208,3091Z,Fabrication de motocycles,5,30,9.0,1.0,Z,Industrie manufacturière,C
1209,4645,Commerce de gros de parfumerie et de produits de beauté,4,46,4.0,5.0,,Commerce ; réparation d'automobiles et de motocycles,G
1210,1511Z,"Apprêt, tannage des cuirs; préparation et teinture des fourrures",5,15,1.0,1.0,Z,Industrie manufacturière,C
1211,2444,Métallurgie du cuivre,4,24,4.0,4.0,,Industrie manufacturière,C
1212,2562A,Décolletage,5,25,6.0,2.0,A,Industrie manufacturière,C
1213,3832Z,Récupération de déchets triés,5,38,3.0,2.0,Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
1214,4942,Services de déménagement,4,49,4.0,2.0,,Transports et entreposage,H
1215,5222,Services auxiliaires des transports par eau,4,52,2.0,2.0,,Transports et entreposage,H
1216,2361,Fabrication d'éléments en béton pour la construction,4,23,6.0,1.0,,Industrie manufacturière,C
1217,2751,Fabrication d'appareils électroménagers,4,27,5.0,1.0,,Industrie manufacturière,C
1218,3240Z,Fabrication de jeux et jouets,5,32,4.0,0.0,Z,Industrie manufacturière,C
1219,8291,Activ. de recouvrement factures & d'info. financ. s/la clientèle,4,82,9.0,1.0,,Activités de services administratifs et de soutien,N
1220,162,"Fabrication d'articles en bois, liège, vannerie et sparterie",3,16,2.0,,,Industrie manufacturière,C
1221,2732Z,Fabrication d'autres fils et câbles électroniques ou électriques,5,27,3.0,2.0,Z,Industrie manufacturière,C
1222,1610,Sciage et rabotage du bois,4,16,1.0,0.0,,Industrie manufacturière,C
1223,8690E,Activité profess. rééducation appareillage & pédicures-podologues,5,86,9.0,0.0,E,Santé humaine et action sociale,Q
1224,960,Autres services personnels,3,96,0.0,,,Autres activités de services,S
1225,91,"Bibliothèques, archives, musées et autres activités culturelles",2,91,,,,"Arts, spectacles et activités récréatives",R
1226,2120,Fabrication de préparations pharmaceutiques,4,21,2.0,0.0,,Industrie manufacturière,C
1227,681,Activités des marchands de biens immobiliers,3,68,1.0,,,Activités immobilières,L
1228,203,"Fabrication de peintures, vernis, encres et mastics",3,20,3.0,,,Industrie manufacturière,C
1229,4213B,Construction et entretien de tunnels,5,42,1.0,3.0,B,Construction,F
1230,4639,"Commerce de gros non spécialisé de denrées, boissons et tabac",4,46,3.0,9.0,,Commerce ; réparation d'automobiles et de motocycles,G
1231,4632B,Commerce de gros de produits à base de viande,5,46,3.0,2.0,B,Commerce ; réparation d'automobiles et de motocycles,G
1232,1013A,Préparation industrielle de produits à base de viande,5,10,1.0,3.0,A,Industrie manufacturière,C
1233,4664,Comm. gros (interentr.) machines pour industrie textile & habill.,4,46,6.0,4.0,,Commerce ; réparation d'automobiles et de motocycles,G
1234,9002Z,Activités de soutien au spectacle vivant,5,90,0.0,2.0,Z,"Arts, spectacles et activités récréatives",R
1235,6430,Fonds de placement et entités financières similaires,4,64,3.0,0.0,,Activités financières et d'assurance,K
1236,2431Z,Étirage à froid de barres,5,24,3.0,1.0,Z,Industrie manufacturière,C
1237,4399A,Travaux d'étanchéification,5,43,9.0,9.0,A,Construction,F
1238,6621Z,Évaluation des risques et dommages,5,66,2.0,1.0,Z,Activités financières et d'assurance,K
1239,1729Z,Fabrication d'autres articles en papier ou en carton,5,17,2.0,9.0,Z,Industrie manufacturière,C
1240,1086Z,Fabrication d'aliments homogénéisés et diététiques,5,10,8.0,6.0,Z,Industrie manufacturière,C
1241,4939C,Téléphériques et remontées mécaniques,5,49,3.0,9.0,C,Transports et entreposage,H
1242,7420,Activités photographiques,4,74,2.0,0.0,,"Activités spécialisées, scientifiques et techniques",M
1243,9609Z,Autres services personnels n.c.a.,5,96,0.0,9.0,Z,Autres activités de services,S
1244,9311,Gestion d'installations sportives,4,93,1.0,1.0,,"Arts, spectacles et activités récréatives",R
1245,729,Extraction d'autres minerais de métaux non ferreux,3,72,9.0,,,"Activités spécialisées, scientifiques et techniques",M
1246,8891,Action sociale sans hébergement pour jeunes enfants,4,88,9.0,1.0,,Santé humaine et action sociale,Q
1247,6312Z,Portails Internet,5,63,1.0,2.0,Z,Information et communication,J
1248,8810C,Aide par le travail,5,88,1.0,0.0,C,Santé humaine et action sociale,Q
1249,3109,Fabrication d'autres meubles,4,31,0.0,9.0,,Industrie manufacturière,C
1250,4623,Commerce de gros d'animaux vivants,4,46,2.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
1251,8622B,Activités chirurgicales,5,86,2.0,2.0,B,Santé humaine et action sociale,Q
1252,111,"Culture de céréales (sf riz) légumineuses, graines oléagineuses",3,11,1.0,,,Industrie manufacturière,C
1253,5610,Restaurants et services de restauration mobile,4,56,1.0,0.0,,Hébergement et restauration,I
1254,2041,"Fabrication de savons, détergents et produits d'entretien",4,20,4.0,1.0,,Industrie manufacturière,C
1255,9002,Activités de soutien au spectacle vivant,4,90,0.0,2.0,,"Arts, spectacles et activités récréatives",R
1256,4672Z,Commerce de gros de minerais et métaux,5,46,7.0,2.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1257,4321,Installation électrique,4,43,2.0,1.0,,Construction,F
1258,4777,Comm. détail d'articles horlogerie & bijouterie (magas. spéc.),4,47,7.0,7.0,,Commerce ; réparation d'automobiles et de motocycles,G
1259,152,Fabrication de chaussures,3,15,2.0,,,Industrie manufacturière,C
1260,4677,Commerce de gros de déchets et débris,4,46,7.0,7.0,,Commerce ; réparation d'automobiles et de motocycles,G
1261,5819Z,Autres activités d'édition,5,58,1.0,9.0,Z,Information et communication,J
1262,651,Assurance,3,65,1.0,,,Activités financières et d'assurance,K
1263,4110D,Supports juridiques de programmes,5,41,1.0,0.0,D,Construction,F
1264,1102A,Fabrication de vins effervescents,5,11,0.0,2.0,A,Industrie manufacturière,C
1265,6120,Télécommunications sans fil,4,61,2.0,0.0,,Information et communication,J
1266,7120,Activités de contrôle et analyses techniques,4,71,2.0,0.0,,"Activités spécialisées, scientifiques et techniques",M
1267,0113Z,"Culture de légumes, de melons, de racines et de tubercules",5,1,1.0,3.0,Z,"Agriculture, sylviculture et pêche",A
1268,2015Z,Fabrication de produits azotés et d'engrais,5,20,1.0,5.0,Z,Industrie manufacturière,C
1269,4332,Travaux de menuiserie,4,43,3.0,2.0,,Construction,F
1270,6499,"Autres activ. serv. financiers sf assurance & c. de retraite, nca",4,64,9.0,9.0,,Activités financières et d'assurance,K
1271,2573,Fabrication d'outillage,4,25,7.0,3.0,,Industrie manufacturière,C
1272,742,Activités photographiques,3,74,2.0,,,"Activités spécialisées, scientifiques et techniques",M
1273,125,Culture d'aut. fruits d'arbres ou d'arbustes et de fruits a coque,3,12,5.0,,,Industrie manufacturière,C
1274,4752B,"Comm. détail de quincaillerie, peintures et verres (mag.> 400 m2)",5,47,5.0,2.0,B,Commerce ; réparation d'automobiles et de motocycles,G
1275,510,Extraction de houille,3,51,0.0,,,Transports et entreposage,H
1276,2313Z,Fabrication de verre creux,5,23,1.0,3.0,Z,Industrie manufacturière,C
1277,2732,Fabrication d'autres fils et câbles électroniques ou électriques,4,27,3.0,2.0,,Industrie manufacturière,C
1278,3102Z,Fabrication de meubles de cuisine,5,31,0.0,2.0,Z,Industrie manufacturière,C
1279,952,Réparation de biens personnels et domestiques,3,95,2.0,,,Autres activités de services,S
1280,6619B,"Aut. activ. auxil. serv. financ., hors assur. & caisse retr. nca.",5,66,1.0,9.0,B,Activités financières et d'assurance,K
1281,98,Activ. ménages : prod. biens & services (usage propre),2,98,,,,Activités des ménages en tant qu'employeurs ; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,T
1282,3291Z,Fabrication d’articles de brosserie,5,32,9.0,1.0,Z,Industrie manufacturière,C
1283,383,Récupération,3,38,3.0,,,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
1284,281,Fabrication de machines d'usage général,3,28,1.0,,,Industrie manufacturière,C
1285,843,Sécurité sociale obligatoire,3,84,3.0,,,Administration publique,O
1286,123,Culture d'agrumes,3,12,3.0,,,Industrie manufacturière,C
1287,3522Z,Distribution de combustibles gazeux par conduites,5,35,2.0,2.0,Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
1288,4642Z,Commerce de gros d'habillement et de chaussures,5,46,4.0,2.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1289,4624Z,Commerce de gros (commerce interentreprises) de cuirs et peaux,5,46,2.0,4.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1290,85,Enseignement,2,85,,,,Enseignement,P
1291,2060,Fabrication de fibres artificielles ou synthétiques,4,20,6.0,0.0,,Industrie manufacturière,C
1292,1083Z,Transformation du thé et du café,5,10,8.0,3.0,Z,Industrie manufacturière,C
1293,4723,Comm. détail poissons crustacés & mollusques (magasin spécialisé),4,47,2.0,3.0,,Commerce ; réparation d'automobiles et de motocycles,G
1294,465,Comm. gros équipts de l'information et de la communication,3,46,5.0,,,Commerce ; réparation d'automobiles et de motocycles,G
1295,8553Z,Enseignement de la conduite,5,85,5.0,3.0,Z,Enseignement,P
1296,1399,Fabrication d'autres textiles n.c.a.,4,13,9.0,9.0,,Industrie manufacturière,C
1297,56,Restauration,2,56,,,,Hébergement et restauration,I
1298,7490A,Activité des économistes de la construction,5,74,9.0,0.0,A,"Activités spécialisées, scientifiques et techniques",M
1299,8299,Autres activités de soutien aux entreprises n.c.a.,4,82,9.0,9.0,,Activités de services administratifs et de soutien,N
1300,1721A,Fabrication de carton ondulé,5,17,2.0,1.0,A,Industrie manufacturière,C
1301,2341,"Fabrication d'articles céramiques à usage domestique, ornemental",4,23,4.0,1.0,,Industrie manufacturière,C
1302,2444Z,Métallurgie du cuivre,5,24,4.0,4.0,Z,Industrie manufacturière,C
1303,4652,Comm. de gros d'éqpts et composants électroniques et de télécomm.,4,46,5.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
1304,4221Z,Construction de réseaux pour fluides,5,42,2.0,1.0,Z,Construction,F
1305,1814Z,Reliure et activités connexes,5,18,1.0,4.0,Z,Industrie manufacturière,C
1306,2529Z,"Fabrication d'autres réservoirs, citernes, conteneurs métalliques",5,25,2.0,9.0,Z,Industrie manufacturière,C
1307,353,Production et distribution de vapeur et d'air conditionné,3,35,3.0,,,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
1308,2841Z,Fabrication de machines-outils pour le travail des métaux,5,28,4.0,1.0,Z,Industrie manufacturière,C
1309,7990Z,Autres services de réservation et activités connexes,5,79,9.0,0.0,Z,Activités de services administratifs et de soutien,N
1310,0164Z,Traitement des semences,5,1,6.0,4.0,Z,"Agriculture, sylviculture et pêche",A
1311,2221Z,"Fabrication plaques, feuilles, tubes et profilés en plastique",5,22,2.0,1.0,Z,Industrie manufacturière,C
1312,2712Z,Fabrication de matériel de distribution et de commande électrique,5,27,1.0,2.0,Z,Industrie manufacturière,C
1313,172,Fabrication d'articles en papier ou en carton,3,17,2.0,,,Industrie manufacturière,C
1314,2391Z,Fabrication de produits abrasifs,5,23,9.0,1.0,Z,Industrie manufacturière,C
1315,1039A,Autre transformation et conservation de légumes,5,10,3.0,9.0,A,Industrie manufacturière,C
1316,0321Z,Aquaculture en mer,5,3,2.0,1.0,Z,"Agriculture, sylviculture et pêche",A
1317,3109A,Fabrication de sièges d'ameublement d'intérieur,5,31,0.0,9.0,A,Industrie manufacturière,C
1318,1910,Cokéfaction,4,19,1.0,0.0,,Industrie manufacturière,C
1319,8425,Services du feu et de secours,4,84,2.0,5.0,,Administration publique,O
1320,2452Z,Fonderie d'acier,5,24,5.0,2.0,Z,Industrie manufacturière,C
1321,1395Z,"Fabrication de non-tissés, sauf habillement",5,13,9.0,5.0,Z,Industrie manufacturière,C
1322,1392Z,"Fabrication d'articles textiles, sauf habillement",5,13,9.0,2.0,Z,Industrie manufacturière,C
1323,421,Construction de routes et de voies ferrées,3,42,1.0,,,Construction,F
1324,4722,Comm. détail viandes & produits à base de viande (magas. spéc.),4,47,2.0,2.0,,Commerce ; réparation d'automobiles et de motocycles,G
1325,6010Z,Édition et diffusion de programmes radio,5,60,1.0,0.0,Z,Information et communication,J
1326,1722Z,Fabrication d'articles en papier à usage sanitaire ou domestique,5,17,2.0,2.0,Z,Industrie manufacturière,C
1327,8129A,"Désinfection, désinsectisation, dératisation",5,81,2.0,9.0,A,Activités de services administratifs et de soutien,N
1328,4110A,Promotion immobilière de logements,5,41,1.0,0.0,A,Construction,F
1329,129,Autres cultures permanentes,3,12,9.0,,,Industrie manufacturière,C
1330,3512Z,Transport d'électricité,5,35,1.0,2.0,Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
1331,266,Fab. éqpts d'irradiation médic. électromédic. & électrothérapeut.,3,26,6.0,,,Industrie manufacturière,C
1332,0128Z,Culture plantes à épices aromatiques médicinales pharmaceutiques,5,1,2.0,8.0,Z,"Agriculture, sylviculture et pêche",A
1333,1083,Transformation du thé et du café,4,10,8.0,3.0,,Industrie manufacturière,C
1334,2410Z,Sidérurgie,5,24,1.0,0.0,Z,Industrie manufacturière,C
1335,4334Z,Travaux de peinture et vitrerie,5,43,3.0,4.0,Z,Construction,F
1336,2822,Fabrication de matériel de levage et de manutention,4,28,2.0,2.0,,Industrie manufacturière,C
1337,52,Extraction de lignite,2,52,,,,Transports et entreposage,H
1338,4110B,Promotion immobilière de bureaux,5,41,1.0,0.0,B,Construction,F
1339,7712Z,Location et location-bail de camions,5,77,1.0,2.0,Z,Activités de services administratifs et de soutien,N
1340,3103Z,Fabrication de matelas,5,31,0.0,3.0,Z,Industrie manufacturière,C
1341,5221Z,Services auxiliaires des transports terrestres,5,52,2.0,1.0,Z,Transports et entreposage,H
1342,2011,Fabrication de gaz industriels,4,20,1.0,1.0,,Industrie manufacturière,C
1343,2222Z,Fabrication d'emballages en matières plastiques,5,22,2.0,2.0,Z,Industrie manufacturière,C
1344,3821Z,Traitement et élimination des déchets non dangereux,5,38,2.0,1.0,Z,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",E
1345,429,Construction d'autres ouvrages de génie civil,3,42,9.0,,,Construction,F
1346,4312,Travaux de préparation des sites,4,43,1.0,2.0,,Construction,F
1347,4762Z,Commerce de détail de journaux et papeterie en magasin spécialisé,5,47,6.0,2.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
1348,4941C,Location de camions avec chauffeur,5,49,4.0,1.0,C,Transports et entreposage,H
1349,3311,Réparation d'ouvrages en métaux,4,33,1.0,1.0,,Industrie manufacturière,C
1350,461,Intermédiaires du commerce de gros,3,46,1.0,,,Commerce ; réparation d'automobiles et de motocycles,G
1351,1107,Industrie des eaux embouteillées et des boissons rafraîchissantes,4,11,0.0,7.0,,Industrie manufacturière,C
1352,522,Services auxiliaires des transports,3,52,2.0,,,Transports et entreposage,H
1353,3513Z,Distribution d'électricité,5,35,1.0,3.0,Z,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",D
1354,2369Z,"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre",5,23,6.0,9.0,Z,Industrie manufacturière,C
1355,2331,Fabrication de carreaux en céramique,4,23,3.0,1.0,,Industrie manufacturière,C
1356,1724Z,Fabrication de papiers peints,5,17,2.0,4.0,Z,Industrie manufacturière,C
1357,2841,Fabrication de machines de formage des métaux,4,28,4.0,1.0,,Industrie manufacturière,C
1358,2652Z,Horlogerie,5,26,5.0,2.0,Z,Industrie manufacturière,C
1359,773,"Location et location-bail d'autres machines, équipements et biens",3,77,3.0,,,Activités de services administratifs et de soutien,N
1360,1042Z,Fabrication de margarine et graisses comestibles similaires,5,10,4.0,2.0,Z,Industrie manufacturière,C
1361,1104,Production d'autres boissons fermentées non distillées,4,11,0.0,4.0,,Industrie manufacturière,C
1362,5210,Entreposage et stockage,4,52,1.0,0.0,,Transports et entreposage,H
1363,204,"Fabrication de savons, de produits d'entretien et de parfums",3,20,4.0,,,Industrie manufacturière,C
1364,2849Z,Fabrication d'autres machines-outils,5,28,4.0,9.0,Z,Industrie manufacturière,C
1365,2364Z,Fabrication de mortiers et bétons secs,5,23,6.0,4.0,Z,Industrie manufacturière,C
1366,245,Fonderie,3,24,5.0,,,Industrie manufacturière,C
1367,7500Z,Activités vétérinaires,5,75,0.0,0.0,Z,"Activités spécialisées, scientifiques et techniques",M
1368,303,Construction aéronautique et spatiale,3,30,3.0,,,Industrie manufacturière,C
1369,631,"Trt de données, hébergement & activ. connexes; portails Internet",3,63,1.0,,,Information et communication,J
1370,7729Z,Location et location-bail autres biens personnels et domestiques,5,77,2.0,9.0,Z,Activités de services administratifs et de soutien,N
1371,8690D,Activités des infirmiers et des sages-femmes,5,86,9.0,0.0,D,Santé humaine et action sociale,Q
1372,09,Services de soutien aux industries extractives,2,9,,,,Industries extractives,B
1373,4646Z,Commerce de gros de produits pharmaceutiques,5,46,4.0,6.0,Z,Commerce ; réparation d'automobiles et de motocycles,G
