siren,Chiffres d’affaires nets,"Impôts, taxes et versements assimilés"
382441624,2084117,7885
382441699,170853,931
382445922,10908503,37850
382470078,NA,2293
382486413,900163,8558
382489029,6113175,126785
382495331,34003557,310498
382518405,1283431,9775
382529774,356849,16432
382555175,171241,996
382574671,590055,10561
382575678,986973,10118
382585461,619582,11148
382615961,2093864,20579
382617926,412767,3915
382642684,NA,2825
382651289,838281,4556
382655066,151594,-498
382671014,1155216,29238
382672715,820365,36322
382693992,NA,445
382696185,2222127,44420
382698322,57245579,580859
382698876,6028086,50110
382699353,468410,6751
382725208,28398,1421
382738839,2483376,10069
382745354,140180,1038
382774602,663298,12413
382775740,2808427,58755
382812477,697945,10710
382823524,108785,830
382824506,NA,NA
382827384,79287,1337
382868693,906600,7462
382872984,25180,884
382876001,2296050,65580
382899706,65912,3510
382917672,238876,3138
382919868,368328,6504
382984417,126000,1093
382987584,564187,3587
382995884,2142113,8433
383003506,313625,5275
383006525,284299,26129
383009891,88955,11076
383022787,895082,6227
383068756,8978001,87287
383069549,252583304,1474952
383074093,7095708,190805
383082815,1861024,20027
383096047,39000,73
383127990,41369,1354
383130572,6962961,100918
383140449,344533,1896
383145521,417825,4573
383150034,4036532,152716
383184603,7794,3506
383207727,NA,6267
383212412,143218,12357
383222684,581151,2331
383236163,65441,170
383287133,4562523,41921
383299989,68599,73
383311255,123304039,1270981
383320520,21501193,268570
383334836,-233498,16786
383340866,85287,4009
383345964,NA,73
383403656,925467,9278
383409059,637200,120163
383418746,76798,7343
383422003,1509432,9408
383423704,4440,2741
383436706,335685,6310
383438579,6427181,NA
383442118,1066379,121941
383463494,148587,11238
383471786,38928,712
383474947,88969,661
383485158,16053,818
383486065,398605,6103
383487451,609769,11621
383490026,77162,414
383493459,2893038,83291
383568300,13596,14188
383582954,NA,150
383586013,846800,2486
383614195,NA,175
383624434,1256803,5855
383632171,NA,191
383666120,1876040,20200
383666690,18221787,401536
383675642,2996900,47780
383686052,35869563,387661
383715554,4082542,171616
383715877,7193130,NA
383729597,NA,14676
383733862,NA,NA
383747243,32270338,695718
383751567,1115918,6942
383752219,218179,2650
383754926,176722,3065
383769239,NA,136
383773314,11108352,33217
383789682,6248325,96619
383792025,1748752,12910
383792108,1638965,6499
383801115,332695,2705
383803665,9913,3524
383809753,2914339,176553
383817400,895358,5444
383819927,184391,2203
383839719,238580,1105
383842192,128317,4310
383849254,646960,5689
383857307,293781,9072
383905536,930688,2911
383909504,2190902,37890
383911500,45312838,638752
383917036,3855270,54670
383921103,616232,23491
383923679,50829,1226
383940533,266398,4261
383941705,1734644,6596
383963303,92146,1801
383996733,751899,12576
384001590,141846,724
384026951,445649,10310
384031043,2944076,35032
384033908,1300794,47584
384061727,151747,1692
384075941,120675,15935
384082426,419305,2584
384084067,36357,1359
384096731,852,5625
384101697,214151,1480
384111894,8939868,17426
384114393,2909111,38580
384172565,1385772,10356
384172789,618358,13746
384179784,1407202,11591
384181186,NA,3800
384206546,623568,6161
384208872,23607,201
384246286,72333541,692374
384262036,2186290,33983
384278537,492310,10946
384288098,NA,336
384303756,3529275,27691
384308169,6253,431
384319695,180000,832
384342796,193467,1934
384349247,62715347,1050996
384351631,603869,22929
384352134,8845,232
384359535,358354,3126
384373387,6236200,205843
384392361,115859,1836
384394094,1440428,18661
384439113,4155099,12738
384461513,118358,1195
384465100,1013343,17778
384525622,213994,3036
384533527,83132,392
384534236,54369,4635
384540936,NA,434
384541470,NA,434
384559696,3630198,85142
384565149,102681,9405
384568960,80975,2551
384576385,212563,3112
384585816,382273,885
384588232,782563,15229
384618534,336517,8221
384624888,5523445,43469
384642492,NA,35099
384647194,615540,3729
384683165,3576507,52542
384698676,1073423,19605
384700183,131498,2035
384729737,249135,2785
384752135,491072,11731
384753828,805450,20100
384761664,18532274,373443
384801510,2104554,24360
384826459,4188660,94558
384850079,548000,3418
384852026,1136627,24740
384853271,178670,411
384854857,1635789,3722
384857520,110966,2066
384867156,3130413,34461
384873477,789577,11651
384886024,1537705,5931
384893202,4037746,71794
384906418,1587988,32266
384911269,7892943,NA
384969440,249971,10122
384981742,NA,NA
384997862,1639402,7618
385000872,1563269,7222
385011804,347154,3108
385026141,1814102,18886
385039201,104650,1214
385047519,52804,2630
385070636,2400307,30754
385091210,2044522,30701
385103163,169419,1172
385117106,743432,298
385128566,110357,NA
385129127,NA,800
385133889,934473,13048
385142997,1073916,14570
385151048,6763631,17758
385189386,159656,15847
385209218,729240,17253
385218805,7958146,143959
385231477,1229992,24194
385237276,412778,1534
385254008,76785945,999772
385259817,1426535,6583
385295738,867212,10963
385310602,32332,NA
385328489,335383,2688
385337498,15840138,81620
385363528,775262,26584
385376488,166171,4820
385377676,NA,NA
385387162,12820,176
385394028,346293,1286
385406046,67400,1041
385620240,4248663,91521
387463516,1235388,13478
387472053,6459,NA
387472855,2370072,36866
387473879,176861,2256
387509557,268323,7043
387528904,9974253,129909
387544869,78433446,697251
387551930,1474359,20537
387554678,540252,2761
387558042,159062,2194
387573827,12360,3946
387585730,197294,378
387589021,780873,NA
387600430,NA,435
387601370,NA,6847
387645641,51748,27002
387647951,147910,4541
387653884,431383,9869
387662547,384653,NA
387672884,774701,3570
387675507,2127207,63973
387693971,155651,2064
387722390,12118164,137183
387743966,1892534,11062
387744493,94101708,1945743
387813538,5650581,22447
387816812,269851,2573
387825110,7206293,67920
387868375,17656,708
387876998,2281785,52318
387885791,84898,5766
387888894,NA,3915
387897143,NA,NA
387974462,NA,NA
387978356,29634017,194348
387993132,1274419,17340
388036733,1183559,38550
388052052,129676,1173
388059388,163857,2259
388083032,NA,2866
388091761,5763707,87484
388094401,1244657,NA
388116527,265148,3439
388125916,1235528,9796
388137143,84910,3553
388138406,795726,6140
388140352,267283,5015
388142556,10562518,38292
388154387,222803,4585
388154619,4087356,142947
388158602,NA,81
388168213,776635,2961
388169930,1223030,6764
388212359,140333,2084
388212698,3946353,137481
388251548,107479,NA
388279564,43013,NA
388281586,34488239,206887
388289936,119738,7305
388291163,1023677,9017
388312639,2886839,52642
388316895,1448140,21623
388335671,56158,NA
388402216,132050,2702
388406563,1361004,20070
388421562,210660,1571
388431892,2062842,20556
388456105,1373423,11933
388478489,21307810,114818
388484750,2360198,30756
388488314,2840249,29700
388491383,13654082,50079
388496481,22094429,234977
388498032,11606966,195046
388530958,2025528,21011
388534141,1555323,11560
388563769,2690708,31731
388581399,55849,709
388612988,3758077,70999
388622854,786905,27811
388656746,473270,10200
388664021,241711,6318
388666844,156057,1532
388684045,207535,670
388686792,134582,NA
388713463,82200,5291
388720377,7700,420
388737819,9192,2991
388761959,NA,685
388764243,36394729,438059
388777393,592520,9066
388782286,1289424,11645
388797938,1208346,9287
388806705,864231,NA
388821225,148500,2171
388834319,1056669,4438
388841207,1598933,73087
388871956,2044790,12989
388892564,2303727,17541
388907115,3392664,34244
388925331,NA,NA
388950602,21559616,278804
388983546,115789,1202
388993388,11911314,502136
389001579,2953878,59856
389002379,360303,2802
389019886,1684662,21878
389023235,3377224,27102
389027699,236006,3591
389030511,808406,6041
389031907,93771837,1280826
389033796,52000,700
389036633,60555,326
389042243,58900,2839
389111733,1138251,10504
389133323,1001790,87518
389138421,83746,462
389155581,102000,830
389156928,273408,4376
389161050,258720,4145
389167701,918916,46087
389174301,50625,31880
389180357,288303,1006
389210709,395707,3611
389217852,783994,13019
389230038,4772622,35412
389230509,1411399,16068
389235250,NA,NA
389240458,645124,11268
389244518,232560,4848
389285875,8024318,33053
389297714,24256458,198509
389306598,1134031,16626
389317918,47418315,173114
389328048,744427,2349
389352659,787504,5346
389384165,15383966,350460
389390832,1226982,13677
389399577,89118,2480
389409061,528793,2413
389430497,NA,1105
389469792,491515,3592
389478041,1254711,15148
389489824,6599673,34012
389497975,1329256,24820
389552134,2111568,29106
389560657,691162,11524
389574229,NA,NA
389581653,79110,50
389609355,NA,873
389667007,41011876,912243
389675869,221763,4846
389682154,5705166,85795
389704214,1237261,7210
389706896,346162,11643
389708439,265226,7917
389719220,1053285,10060
389728551,NA,136
389732884,314830,4719
389741851,507460,8991
389747924,638270,9299
389760729,480802,3257
389795451,30503308,273448
389806464,745743,17315
389814104,271855,4105
389826314,4140662,NA
389852559,457705,1047
389871344,732965,6963
389874751,4718623,220398
389904939,270894,5717
389913229,879694,12886
389934423,82297028,91065
389969668,772622,14513
389982513,5256,885
390002350,299120,5724
390003127,2241181,150137
390013944,NA,NA
390020857,461748,2922
390025344,827034,NA
390029098,NA,-178
390045219,6227937,94695
390050920,99362035,1343041
390069201,1269218,54253
390118636,NA,160
390144475,39192157,1052248
390148633,NA,179
390158228,632017,5246
390158921,4320404,135733
390163046,169337,4952
390169217,1197122,10698
390184380,348488,18592
390189553,NA,NA
390197333,473318,4961
390204725,443441,6335
390236669,37873,6863
390242493,34412541,390182
390265353,NA,212
390285773,883389,NA
390289627,3765677,64587
390292530,76817,4432
390323285,1529331,22147
390348522,139551,660
390355352,213046,2228
390377901,3748817,40044
390378735,415748,8664
390406437,1190301,9474
390409167,628315,5351
390415271,722839,8926
390446946,20513,70
390453777,963356,17199
390467371,1050979,NA
390494177,NA,NA
390507473,1723188,22388
390508273,1316237,7397
390543957,1620127,14747
390550440,6122076,101432
390568228,448092,10538
390571933,108220,1529
390574697,526054,4368
390586592,748111,5767
390608644,NA,465
390623791,2127492,5529
390640373,11581,237
390664183,136674,14248
390664399,2200019,74714
390681187,18699945,175850
390685816,843192,10182
390700698,319157,2758
390701449,1856261,10086
390719029,2263596,80161
390724888,NA,NA
390725398,1925008,32227
390733673,NA,2508
390744142,2291566,18777
390758241,1959371,103070
390778744,219996,1680
390818383,3085406,48680
390849784,450252,10763
390880656,15500,1818
390909778,201175,6056
390923175,123380157,2007329
390928364,3211873,90557
390939577,706025,NA
390946549,NA,NA
390955375,1095907,34820
390990927,84056,1068
391012408,NA,NA
391018330,4259373,31871
391046307,1003261,28604
391074606,61407,440
391104122,3108322,54419
391116290,89675,-1100
391145034,470435,3837
391146701,1885034,3844
391149002,NA,4878
391160488,240386,531
391225745,802844,14200
391243466,1777673,128902
391259447,444139,2343
391277571,879963,10436
391296381,NA,800
391335247,161013,1743
391344447,2215471,2325
391352770,39769872,341513
391354594,8701322,80486
391371580,615747,6303
391383122,4447836,33002
391426038,193805,6268
391426442,6849408,87428
391453230,NA,1917
391458924,382516,6300
391463510,2087715,86857
391476603,2028943,11890
391484847,157322,1217
391504628,3433963,99768
391523636,2914838,33752
391529948,72510,884
391530755,508223,4945
391535374,NA,204
391552932,173335,33721
391572419,766928,1986
391573235,1601694,7964
391595394,408333,1871
391609666,147848,4307
391622693,4000,515
391628708,327000,11160
391638020,195013,3882
391648748,40203,2022
391670072,180013,1592
391681616,5621182,65210
391715331,2342716,23122
391730066,1033968,NA
391759057,372657,4215
391764156,8227450,119872
391769528,NA,300
391797040,98756,3484
391797537,543894,10205
391822244,1666588,7271
391831765,NA,2601
391846250,7018,425
391864097,910102,13998
391868445,44000,3094
391878907,6733,280
391882131,1078813,27517
391889219,3983713,39250
391932514,399899,4384
391940731,836923,4735
392034005,1448676,8216
392041547,22055,2113
392055729,NA,250
392060737,27325,442
392064028,134992,431
392088787,909453,9186
392092177,NA,129
392106217,232024,6017
392147963,95842,900
392148938,832276,6945
392171146,25803,-20662
392176046,NA,16757
392188033,218944,4195
392214235,1615672,4741
392219705,828069,6337
392221834,NA,225
392247136,3644882,41695
392250445,1177330,11946
392294823,1257324,12621
392344321,510879,4319
392345013,219994,3388
392356580,38479,294
392359311,902846,8014
392371936,80485,NA
392403440,1040506,2781
392414074,2506194,119388
392434171,NA,660
392445466,10818385,118679
392454112,5129471,176183
392469888,450224,4633
392483921,1428969,9146
392485579,1220500,4966
392487062,1865864,9488
392515649,225363,897
392516100,432714,4800
392570388,33816804,431007
392591749,76304,3660
392612685,322,73
392620365,1253902,13280
392621124,5038399,127971
392633509,2950,839
392634408,2061404,2912
392641049,1239578,26926
392642187,599756,5170
392657714,64730,4122
392685970,487817,4558
392693784,208389,4110
392710620,104556,997
392718110,NA,352
392725099,19293944,415535
392727590,1680687,32294
392735502,532045,9815
392754297,147684,1046
392802187,691094,NA
392840187,985325,6853
392866075,846827,8053
392886313,220940,14197
392932158,NA,423
392957353,168171,5658
392960399,291279,2336
392977369,325088,8388
392998035,46420211,596933
392999645,29002382,579988
393001524,7461699,160101
393006739,77787887,NA
393015177,1126,562
393020771,243412,4828
393050448,12000,4213
393052550,515192,3247
393081591,NA,NA
393092721,2379296,16609
393109087,942064,8980
393109202,149362,980
393118385,3300,299
393133178,NA,156
393137674,1569326,6115
393148531,30468670,605026
393152186,2936513,82663
393156591,NA,541
393159413,1874139,23053
393162565,912349,2567
393180625,263819,15146
393182126,NA,111
393199096,113456,1347
393203963,1249222,-6304
393223276,4143893,23282
393223953,1718255,26857
393227145,13692335,211149
393230974,922651,3142
393237052,21377064,207776
393244017,86403,560
393277322,367124,4287
393291042,166795694,3050953
393294798,7110737,57818
393325105,286706,1004
393326673,222575,1414
393340633,332433,2860
393344437,5023872,71776
393349345,2159463,45908
393380019,354866,5561
393382106,840609,9154
393391180,412617,1631
393405790,1007629,2127
393410170,17547,273
393410675,120079,431
393442389,24938148,349180
393459698,907314,6186
393500152,NA,73
393500384,NA,623
393511670,748844,11793
393515689,7845781,80281
393520911,2887295,79231
393530076,198575,1328
393531413,230824,841
393533997,4090524,65874
393547971,1198882,9325
