siren,Total des produits d’exploitation,Total des produits financiers,Total des produits exceptionnels,Autres produits
531769537,477,29995,NA,NA
531770030,982221,NA,26992,4149
531783934,73426,NA,16666,NA
531785806,43210,NA,NA,NA
531787927,226930,NA,NA,213
531790731,100349,NA,76250,1
531791903,740816,NA,NA,1817
531792067,1,65439,NA,1
531796621,915505,NA,1573,244
531799682,100014,NA,NA,3
531808434,297751,NA,NA,8074
531811842,362123,NA,NA,NA
531814820,NA,NA,NA,11
531815595,6508523,6,NA,3428
531816437,429540,6037,NA,510
531819209,1449353,4207,959,49
531820835,NA,NA,NA,NA
531823128,12133,NA,NA,NA
531823276,NA,593,46543,NA
531823466,288106,14,NA,135
531823730,2413724,48612,NA,324
531823839,77012,NA,NA,2390
531824019,96826,NA,NA,NA
531826493,-10000,NA,NA,NA
531831188,60111,NA,NA,2057
531831477,430313,NA,NA,60
531836633,NA,NA,NA,NA
531839090,506797,238,NA,145
531839926,20280,NA,NA,NA
531840197,480494,NA,449,3
531843662,157191,16,NA,6
531844140,2,38216,NA,2
531848083,109350,NA,NA,4
531849677,244869,39,10890,482
531849917,60206,NA,NA,367
531853513,NA,NA,NA,NA
531854925,NA,NA,NA,NA
531858215,33591,NA,NA,328
531867349,1655080,17,NA,26
531869139,177831,NA,NA,1
531869188,535569,NA,NA,9
531873735,33000,NA,NA,NA
531875482,1860414,NA,NA,477
531877140,641041,1,32328,19
531880409,197173,NA,NA,NA
531882520,185058,NA,745,114
531883213,79191,150,2000,33
531883791,113358,NA,NA,NA
531884021,156482,NA,NA,536
531885366,1044014,NA,11612,4
531886091,80463,4344,7512,1
531888832,NA,NA,NA,NA
531902534,183907,NA,NA,26586
531902575,484188,224800,NA,1
531910941,1553128,NA,NA,1235
531912285,126553,NA,NA,-7
531912772,59,NA,10592,59
531914927,1907750,12388,4874,NA
531917177,714529,311,1596,1
531918795,NA,NA,NA,NA
531919215,3786698,29406,NA,7
531922318,1496504,NA,NA,7283
531923704,NA,31,NA,94
531929255,NA,NA,NA,NA
531932887,NA,2204342,NA,NA
531935187,-30249,NA,NA,NA
531935963,198036,7,NA,1275
531936284,278833,40,NA,65
531940328,3494,4181573,161,3
531945467,115415,NA,NA,39
531945608,1954787,NA,NA,125680
531947711,129135,NA,NA,1
531947968,92587,NA,NA,87
531948438,67704,65308,NA,NA
531951432,2681753,NA,NA,507
531952604,154571,NA,762,41
531957231,NA,NA,NA,14
531957298,NA,NA,35596,2124
531964674,43489,NA,NA,315
531965150,693724,NA,37,580
531968204,12827,NA,NA,296
531968436,1446097,NA,NA,NA
531968808,30328,NA,NA,NA
531968832,NA,NA,NA,NA
531968873,1977793,1005,NA,55
531971224,27273,NA,NA,5
531972479,460514,1287,NA,11
531974657,18780,NA,NA,NA
531977577,NA,NA,NA,NA
531977932,NA,NA,NA,NA
531978187,NA,NA,NA,NA
531978369,NA,NA,NA,NA
531978492,NA,NA,NA,NA
531978583,NA,NA,NA,NA
531978641,NA,NA,NA,NA
531978773,NA,NA,NA,NA
531978971,NA,NA,NA,NA
531979151,NA,NA,NA,NA
531979284,NA,NA,NA,NA
531980258,NA,992,78,NA
531980381,431523,NA,NA,2
531980753,318594,NA,3124,145
531985596,80004,7,NA,173
531986404,617762,NA,NA,11
531987238,545050,137,2147,86
531987246,130038,NA,NA,NA
531993558,52425,NA,3,NA
531994531,1576589,NA,NA,NA
531996122,NA,NA,NA,NA
531998748,2892863,18347,NA,26
531999480,67773,NA,NA,NA
531999985,NA,NA,NA,NA
532000874,204518,NA,NA,6
532001146,554283,NA,8785,1
532003001,NA,NA,NA,NA
532003167,25001,NA,NA,1
532003647,NA,NA,NA,769
532004082,NA,NA,NA,957
532008349,NA,NA,953,NA
532008489,1682029,975,NA,94
532016243,NA,NA,NA,NA
532024114,231352,NA,NA,NA
532025566,40286,NA,NA,1
532026804,124662,NA,458,1
532026986,4091206,NA,NA,10448
532030897,99856,NA,NA,3
532032679,125925,NA,NA,NA
532036100,12678,NA,NA,NA
532041845,1377173,NA,NA,2
532045317,-3,NA,295253,NA
532049244,NA,NA,NA,NA
532049475,28567,NA,NA,NA
532054079,737728,561,NA,180
532055522,119000,NA,NA,NA
532057700,14967,NA,NA,1
532058096,29241,NA,803,11
532059318,49684,NA,3917,NA
532060480,148602,NA,NA,760
532063161,98989,NA,NA,NA
532063872,103201,244,2104,2
532066206,859905,NA,NA,18
532066842,NA,16266,NA,NA
532066933,NA,NA,NA,NA
532075249,NA,126,NA,NA
532078060,130383,NA,NA,15
532080223,707873,NA,NA,5647
532080702,215418,NA,NA,76
532082344,NA,NA,NA,1
532083805,3900,NA,NA,NA
532084944,NA,NA,NA,23801
532086394,9447,NA,NA,9447
532086485,65087,55441,86914,1
532087764,49151,546,NA,NA
532087947,6450,NA,NA,23
532091204,71505,NA,NA,NA
532095254,333467,3262490,NA,NA
532096021,32168,NA,NA,4
532098027,319868,19,NA,45
532098266,26326,NA,NA,4
532102746,10470,NA,NA,NA
532103801,11029,NA,8098,NA
532104759,33358,NA,NA,3
532108958,137235,NA,991,NA
532110087,121511,NA,3083,6
532113933,1,NA,NA,1
532114303,73311,NA,63,NA
532115128,10240,NA,NA,NA
532115516,238135,NA,124830,1
532116639,224000,NA,NA,NA
532118023,91752,48215,NA,70
532118528,NA,NA,NA,NA
532121910,352885,NA,40589,1327
532122942,1842888,NA,NA,30657
532127750,903633,317,914,NA
532129731,7532788,1683,1000,11838
532131356,152852,NA,NA,2
532132412,811974,40,NA,303
532132727,33111,NA,NA,NA
532132883,17500,NA,NA,NA
532133527,78687,NA,NA,NA
532134178,142601,NA,6500,68
532135241,716693,126,30110,20
532137452,246804,NA,NA,4
532137825,746505,NA,NA,2
532138203,481901,10,NA,4
532138443,473900,NA,NA,355
532143690,NA,NA,NA,2
532145190,114878,NA,NA,6
532147766,394845,NA,2400,4
532149515,NA,NA,NA,NA
532150026,703935,NA,616,1393
532150653,NA,NA,NA,NA
532154192,1968298,NA,NA,3
532154259,8942068,NA,19977,NA
532157435,243037,NA,NA,NA
532157807,1693184,NA,8500,1288
532162450,1054493,NA,947,35851
532165966,471589,NA,1528,104
532166246,NA,NA,NA,NA
532169497,106080,NA,NA,69
532170362,8813,NA,NA,NA
532171873,NA,NA,NA,NA
532172012,NA,NA,NA,NA
532173333,240680,NA,NA,NA
532174307,NA,NA,3000,2
532175098,284006,NA,NA,NA
532175148,436600,NA,NA,8
532175700,1546856,NA,NA,NA
532177037,139338,NA,NA,2
532177268,132779,NA,NA,NA
532179686,2579395,NA,1554,168
532179835,227774,236126,NA,2
532181039,2894484,NA,57073,493
532181120,336000,NA,NA,NA
532182284,36162,NA,NA,NA
532182599,758023,NA,NA,2149
532186541,7019,NA,NA,NA
532187218,389789,4,NA,NA
532193265,NA,15914,NA,2177
532206166,NA,3156,119618,NA
532207537,76280,NA,NA,1
532214392,299361,8,NA,NA
532219151,NA,-41,NA,NA
532226107,NA,NA,NA,NA
532228707,222607,NA,NA,209
532235660,18756,NA,NA,11
532239555,1732204,NA,21035,239
532239654,60623,NA,NA,4
532240041,8123,NA,NA,48
532250107,NA,NA,NA,11
532257318,89977,NA,NA,20
532259595,501734,NA,NA,402
532260312,1213372,NA,NA,-36
532260486,1070175,NA,NA,NA
532261237,259669,NA,NA,9
532263795,NA,1924,NA,NA
532264173,1,1831463,NA,1
532266269,1373256,NA,NA,9578
532266541,NA,70890,196,4
532272457,589866,NA,NA,10131
532276060,2027009,NA,NA,1
532279304,2439994,NA,13287,27307
532288099,302490,NA,978,1
532289212,141744,NA,NA,NA
532290392,290447,NA,NA,24
532290517,520401,112,NA,694
532291846,96482,NA,NA,572
532292182,926414,118,NA,4489
532292232,1066468,NA,NA,2542
532293743,230250,NA,NA,2520
532299880,NA,68,NA,NA
532300001,735814,NA,682,79
532300340,158047,NA,NA,6
532300977,1913962,NA,100000,NA
532306750,378603,NA,130,4764
532310406,251380,NA,NA,NA
532311313,78605,NA,NA,NA
532311917,272805,NA,73,NA
532314309,NA,1,NA,NA
532318136,162789,NA,NA,9
532318250,296497,NA,NA,NA
532320124,373226,NA,18034,10
532321916,236960845,2167073,189338,26761
532322682,715546,NA,NA,8143
532325503,18894,NA,NA,NA
532335999,804947,NA,NA,340
532338928,871819,NA,6420,312
532346095,946209,NA,NA,279
532347028,NA,NA,NA,NA
532347788,786182,NA,NA,6
532352366,1379,NA,NA,NA
532352788,140218,NA,NA,18
532354594,2408063,NA,NA,NA
532355799,NA,NA,NA,NA
532356391,NA,NA,NA,5
532357175,1512789,NA,NA,3
532359353,243787,NA,NA,21
532361573,166766,NA,NA,2
532364635,1002000,NA,NA,NA
532365343,NA,NA,NA,918
532366788,6757,NA,NA,1
532376464,NA,100560,NA,NA
532376845,14381009,NA,NA,1197
532379880,378298,NA,19273,16
532390283,3083933,NA,NA,1343
532393394,2184954,53500,17179,5
532393527,114032,NA,NA,NA
532396314,16098,17,73475,16097
532396512,162584,NA,NA,38
532397007,3304880,NA,20192,43
532398872,417728,253,NA,304
532401817,757357,NA,96797,15
532402120,139908,NA,NA,1643
532402344,274604,NA,NA,NA
532402922,NA,NA,NA,912
532408275,NA,NA,7600,NA
532409927,5002,72,556064,5002
532420437,1266653,NA,2884,230
532423787,2215499,NA,2085,58
532424645,10422,NA,401,NA
532424835,2,NA,NA,2
532426848,1501714,NA,NA,11
532430444,240263,NA,NA,933
532431723,NA,NA,95131,2435
532440591,486303,NA,3376,24
532440666,382173,8,NA,3
532440773,124921,NA,NA,NA
532441870,223213,NA,NA,2
532441938,231558,NA,NA,3
532448529,311346,NA,842,NA
532449675,NA,NA,NA,NA
532450202,NA,NA,500000,NA
532450756,104414,NA,6000,2
532454402,130577,NA,3150,7
532456977,430592,354,NA,NA
532459328,125002,NA,NA,NA
532462033,142092,NA,NA,10
532464104,70362,3,1833,NA
532470978,543745,4,600,3
532471810,162,NA,NA,162
532471901,10684,NA,340000,NA
532476322,NA,NA,NA,NA
532476991,NA,15000,NA,NA
532478690,79623,NA,NA,40
532478799,169766,NA,NA,101
532478922,5427594,NA,NA,1719
532480175,18490164,13004,NA,4
532482809,447601,NA,NA,33566
532483575,175908,NA,NA,714
532488574,978496,9195,64900,8
532488921,139871,NA,NA,15
532489440,NA,NA,NA,NA
532491982,25724,NA,NA,28
532493426,745018,164,1318,28
532500170,834175,NA,1873,252
532500329,187652,NA,NA,4
532500360,170086,NA,NA,3
532500584,429305,NA,NA,NA
532502523,67513,NA,NA,1
532503067,956201,NA,NA,7
532503422,6128856,95,541,5886
532504172,492264,NA,NA,NA
532510385,70516,100000,NA,16
532510658,374493,NA,NA,2
532511011,106150,14,24034,11017
532513140,176875,NA,NA,NA
532516796,1021714,251,15522,NA
532516937,NA,83456,NA,NA
532519030,130286,NA,NA,NA
532527132,215702,NA,NA,11
532530227,833733,NA,5500,4145
532530995,NA,89891,50000,NA
532541463,NA,NA,NA,NA
532557261,1326171,2,NA,483
532559572,418315,185,90,78
532561479,44035,NA,40670,NA
532561727,57382233,427809,NA,8556
532561883,NA,NA,1604,4
532564556,NA,NA,NA,NA
532570900,NA,12469,NA,NA
532571106,74047,3037,NA,16
532571353,71281,NA,NA,31
532574753,1854921,NA,NA,166
532580503,1324710,NA,905,NA
532580891,161718,NA,NA,2
532581295,NA,NA,NA,NA
532583374,108771,NA,NA,18
532584299,1469848,NA,644,20
532584596,16379,NA,NA,NA
532585338,41179,NA,NA,12
532585551,NA,NA,NA,NA
532586526,16486,NA,NA,3
532596111,296575,NA,25358,NA
532598018,94084,395,NA,NA
532598398,1028375,NA,25925,19
532598943,277632,NA,NA,38
532604501,1345900,NA,NA,NA
532609971,NA,12469,NA,NA
532610094,249444,NA,161100,4
532610672,NA,12467,NA,NA
532610805,NA,10959,NA,NA
532610839,62300,NA,NA,NA
532610854,50112,2,6000,4
532612090,NA,NA,NA,NA
532612546,2105335,NA,NA,32090
532613049,NA,12467,NA,NA
532613247,472713,NA,NA,29
532613395,1093284,NA,NA,2
532613619,235649,302,NA,1549
532614559,1673962,NA,NA,7217
532616505,NA,NA,NA,NA
532616513,NA,NA,NA,1
532617040,NA,14,NA,NA
532623857,1105078,NA,12,NA
532623865,41825384,901128,NA,147
532624251,34430,NA,NA,36
532624822,NA,NA,NA,NA
532627916,498486,NA,NA,8
532628336,5,680,NA,5
532629284,NA,NA,NA,NA
532632031,741471,NA,11748,6261
532633278,592259,NA,304,192
532636263,96144,NA,NA,125
532640844,1057763,NA,833,3
532641420,114414,NA,NA,335
532643160,455642,NA,17160,50
532643319,951414,NA,78111,37
532643368,577945,NA,NA,1
532643434,131452,NA,NA,NA
532643491,303512,NA,538,25
532645439,647252,NA,2306,6
532648201,NA,NA,NA,3
532650454,NA,NA,NA,NA
532650835,2200,NA,NA,NA
532651429,30197,NA,NA,1
532653912,1,NA,NA,1
532658044,1051015,16,10229,6
532660040,NA,2,NA,NA
532670742,164089,2,NA,21
532670957,72,85134,NA,72
532671989,NA,759,NA,NA
532672201,951257,NA,510,40
532672441,62821,NA,NA,5232
532672458,NA,NA,NA,5
532672946,20800,NA,NA,NA
532674488,6475590,11437,15499,1007
532675378,1139558,NA,3996,4
532678786,130660,NA,NA,1506
532679461,2497022,NA,8000,2117
532679925,8102,NA,NA,2
532682200,42805,474567,NA,NA
532683232,37101,28,NA,1
532683307,132984,NA,NA,NA
532685443,266375,479,NA,3
532689981,281911,NA,NA,NA
532692779,NA,NA,NA,6
532697570,723804,NA,NA,516
532699428,167543,NA,25000,36458
532700663,112488,NA,NA,NA
532707106,16793493,NA,NA,20
532709466,91880,NA,NA,NA
532712130,442290,64399,NA,1530
532712734,66887,NA,NA,1
532713252,442577,NA,NA,37
532713377,578896,NA,49,4
532715711,209050,NA,NA,20
532716636,NA,NA,NA,NA
532719820,931773,NA,67389,417
532720588,288186,NA,1850,1
532727278,791596,NA,526,1
532730108,991280,NA,NA,273
532739364,NA,NA,NA,8498
532739844,260791,30,743,NA
532743119,100000,NA,NA,NA
532745536,800021,NA,96,27
532746393,274512,NA,NA,49
532746724,81455,NA,NA,1697
532748050,25745,NA,11552,1
532749827,94537,NA,2520,NA
532750221,39827,NA,NA,NA
532754678,NA,NA,NA,NA
532755592,7957734,959542,1902,115
532756517,28945,NA,NA,NA
532758422,1396434,NA,NA,84
532758778,4920,NA,7083,3900
532763430,14240,3,NA,6
532766631,341067,NA,NA,2
532767316,214891,NA,NA,NA
532769676,53760,NA,NA,NA
532773330,863967,NA,NA,23
532773926,691125,NA,NA,NA
532774510,29958,NA,NA,1
532775434,96469,NA,2043,3
532777174,278025,NA,NA,NA
532778172,233572,NA,NA,168
532779972,65770,NA,NA,NA
532789815,7075737,NA,NA,3436
532790029,4200,NA,NA,NA
532790144,52459,NA,NA,NA
532790201,13541,23535,NA,13541
532791514,38510,16287,10000,NA
532791761,326805,NA,648,48
532792124,515925,150000,NA,1
532792850,527043,NA,NA,296
532800463,263430,NA,NA,318
532800646,NA,NA,202745,NA
532800661,NA,33643,NA,NA
532801537,182938,NA,NA,3
532801651,56243,NA,14900,NA
532801891,56205,NA,NA,NA
532802212,2002234,962,NA,23
532802709,NA,NA,NA,NA
532803996,191804,NA,NA,7
532804341,197825,NA,NA,2
532812740,3083734,4,30000,3691
532813169,442416,NA,NA,11
532814084,73850,NA,NA,NA
532816527,996398,NA,NA,34
532819950,46709,9252,NA,354
532826401,7,686,NA,4
532826542,42913,NA,NA,13
532827409,4020,NA,NA,NA
532830684,45251,NA,NA,1
532833126,713993,NA,NA,6
532835063,20179,NA,NA,NA
532835527,42869,NA,NA,3
532837952,NA,NA,NA,NA
532838273,88123,5016,NA,7
532848090,3442578,NA,NA,7
532858123,187839,NA,NA,4
532858255,20000,NA,NA,NA
532858388,781318,NA,NA,NA
532863586,NA,NA,NA,NA
532864303,341530,408,7435,NA
532867652,128531,NA,NA,NA
532870896,114988,NA,NA,NA
532872173,934313,26,131,225
532872991,NA,NA,NA,NA
532875309,65097,NA,NA,1
532875390,8938,NA,NA,NA
532878030,97301,1,620,215
532878790,NA,NA,NA,183
532881521,208250,NA,NA,3
532882529,324816,164,NA,3093
532882834,1201831,NA,NA,517
532883105,4177757,89422,128,5201
532883220,133444,NA,NA,1
532892395,113690,NA,1471,518
532893591,NA,5774,NA,6
532894409,117267,NA,NA,15
532899069,212195,40,NA,16
532903622,776110,6,NA,NA
532903788,69692,NA,NA,4
532918091,6247565,1195,50060,2
532918844,3037966,1832,1138,7
532920451,45465917,NA,495,1142
532920998,NA,NA,NA,NA
532927951,40442,NA,NA,1
532928645,1220603,NA,NA,NA
532932647,254725,NA,140,69
532936341,155000,NA,NA,NA
532937208,NA,222,2500,373
532937471,791782,NA,204111,NA
532939071,2341412,19446,NA,2
532939972,4602262,62,10778,1558
532940129,1062021,1253,NA,785
532943404,3848891,2975,25305,2418
532944667,105732,NA,NA,40
532946852,NA,NA,NA,NA
532949682,NA,190747,NA,NA
532950649,97838,NA,NA,12
532955556,893270,NA,NA,23
532955986,7059,NA,NA,NA
532956166,518367,3328,1660,2
532956323,143694,NA,NA,NA
532957362,33011,NA,NA,NA
532958832,164548,NA,NA,231
532960010,NA,NA,NA,157
532963915,24000,20000,NA,8
532964418,107784,NA,NA,NA
532965464,452208,149,NA,11554
532966397,NA,NA,NA,NA
532966652,1696816,NA,NA,11
532970449,742339,NA,NA,73
532970597,211522,NA,NA,2
532970928,NA,NA,NA,NA
532973179,507642,1,46,NA
532978525,271847,218,7417,45
532980208,4881279,NA,NA,359
532981974,226186,NA,NA,4082
532987658,523981,25066,NA,153
532988995,2280932,NA,NA,173
532990447,763228,NA,NA,1
532990462,NA,17235,NA,135621
532991171,3000,12946,384304,NA
532991577,85298,NA,170159,31
532995347,223324,NA,NA,NA
532996071,65745,3,NA,NA
532997731,36301,7338,2300,1
532998994,11537,NA,NA,2260
533003182,NA,NA,NA,NA
533005054,NA,NA,NA,NA
533010856,2366787,NA,NA,NA
533011987,111563,NA,3364,74
533013199,457116,838,NA,4
533014007,117749,707,NA,NA
533014429,202436,NA,NA,176
533016804,144670,NA,NA,2504
533019378,401440,NA,NA,142
533021614,21325,NA,NA,NA
533024808,627867,NA,NA,19
533027025,186737,NA,NA,6
533028890,154858,NA,NA,NA
533029369,183067,715,NA,1
533030581,189412,NA,NA,331
533034286,39148,NA,NA,8
533034658,662951,NA,NA,93
533038741,NA,NA,1414,1
533043956,1549,NA,9597,1
533048989,40064,NA,NA,NA
533049037,718950,NA,NA,403
533049086,2244768,NA,NA,26
533049268,2443246,NA,NA,353
533049540,298749,NA,NA,-93
533049581,1002748,NA,NA,5
533049714,NA,5,NA,NA
533051736,250009,NA,NA,230
533051900,NA,406767,NA,NA
533052502,256483,NA,NA,NA
533053526,141134,NA,NA,308
533055752,83191,4,5833,675
533058210,2607588,108381,NA,730
533060216,477762,NA,NA,28
533060398,150000,NA,NA,NA
533061040,NA,60000,NA,NA
533077558,27850,NA,NA,NA
533079125,1,511,NA,1
533079224,84700,NA,500,NA
533080834,383502,906,NA,948
533083911,1017131,NA,NA,773
533089090,1130689,NA,NA,3332
533090254,1561062,1,6327,1325
533091054,300906,NA,NA,7
533091484,57229,NA,NA,NA
533091930,1313,NA,228,113
533093464,10286,NA,NA,NA
533094249,NA,NA,NA,NA
533094702,360631,10,4380,2
533096285,128584,NA,NA,NA
533097663,94151,NA,NA,NA
533101689,68310,NA,NA,85
533104469,3608054,3494,NA,63
533104584,626315,NA,-101,4
533104634,1588998,NA,NA,25
533106134,280276,NA,NA,4
533110961,312802,NA,NA,34
533111563,11138,NA,NA,5545
533112652,299520,NA,NA,NA
533112702,330177,334,NA,397
533113825,4754508,NA,93433,4142
533114765,39869,NA,NA,2
533117578,307311,NA,5931,71
533118618,153911,NA,NA,NA
533120127,68081,145,NA,2
533123071,249813,NA,14000,NA
533125159,179091,NA,NA,NA
533126389,NA,66000,NA,NA
533133336,303194,30,NA,3
533134508,342284,NA,NA,11
533135539,1400,3700,NA,600
533138541,NA,NA,NA,NA
533141552,3093514,493,59934,19900
533141834,62230,50001,3600,29
533144077,491686,NA,74,NA
533148235,168094,NA,NA,11
533149712,294752,847,10531,700
533151601,431059,1690,NA,669
533154399,246302,NA,NA,NA
533155420,874826,NA,NA,1
533156121,1635724,NA,NA,15054
533166062,7413517,NA,41215,86183
533167011,791078,NA,80864,140
533167128,NA,NA,NA,NA
533168555,25599,20,NA,NA
533171799,39996,60000,NA,NA
533172953,1312835,NA,3054,NA
533175196,NA,NA,NA,119
533176087,271997,13,NA,70
533176160,NA,NA,NA,4
533176657,85978,NA,NA,306
533176822,735918,410718,333213,210925
533177705,NA,NA,NA,NA
533180618,NA,182727,1008677,NA
533181830,93344,92895,NA,231
533183497,175849,NA,NA,12
533184107,42266394,129524,37159,6930
533185526,20329,NA,NA,NA
533186003,116184,NA,NA,NA
533186961,2,NA,2232,2
533187928,1161313,NA,819,338
533193868,NA,NA,NA,NA
533196325,1444298,15,NA,172
533197067,2137698,NA,NA,3584
533198248,158068,NA,NA,11988
533198289,NA,34,NA,NA
533199030,124161,-108,NA,55
533199402,192737,NA,NA,79
533200416,90740,NA,4313,6
533205506,213961,NA,NA,66
533209078,20,NA,NA,20
533210373,NA,NA,NA,NA
533213294,11520,NA,39450,20
533213369,43909,NA,NA,NA
533214748,26650,NA,NA,NA
533215976,88493,NA,NA,NA
533216412,1200,NA,NA,NA
533229100,293701,243,NA,NA
533232617,24662,NA,NA,NA
533233789,NA,NA,NA,82
533234415,167720,NA,NA,15
533235701,52877,12274,NA,NA
533236279,43210,NA,NA,9
533237079,NA,NA,NA,NA
533238747,1,NA,NA,1
533239430,NA,NA,4706,445
533239885,495000,9684,NA,NA
533241261,1061976,74064,NA,8
533242160,265369,NA,50000,11
533243457,NA,37966,5000,NA
533247847,124413,NA,7,6
533248050,769221,NA,1063,3
533248399,246062,NA,NA,NA
533255808,134400,NA,NA,NA
533257010,603375,NA,17,NA
533257630,299893,NA,NA,1
533261111,NA,24,NA,NA
533262739,1027288,NA,NA,NA
533264644,NA,NA,NA,NA
533265484,1228998,NA,30000,2
533266052,209158,NA,NA,1576
533267969,96540,1,7,NA
533270286,NA,66845,NA,NA
533270666,8205,3736,NA,NA
533271540,NA,1782,NA,NA
533272829,123727,NA,NA,NA
533273215,782827,NA,2622,1657
533277596,2834633,NA,470,375
533277612,296070,NA,14009,2
533277836,249120,NA,NA,136
533278370,302080,NA,NA,14
533278743,8288213,NA,3223,2780
533278818,110,NA,NA,110
533279543,NA,NA,1242,765
533284659,99249,2,NA,NA
533285987,NA,6,NA,NA
533286217,250000,NA,NA,250000
533289690,NA,NA,NA,52
533291712,76717,NA,NA,NA
533296612,1207546,NA,23847,141
533297271,777074,9105638,1315,3
533304929,115038,NA,NA,NA
533305546,387261,NA,132,4
533308003,145454,NA,NA,NA
533314399,3541281,564,4392,22
533315016,23059,NA,NA,34
533315917,131388,NA,NA,NA
533318127,83417,NA,4000,43
533321303,32866,410716,309,1
533323069,249340,NA,NA,194
533323192,NA,NA,300,NA
533323952,59695,NA,NA,NA
533325205,115819,NA,392,1
533325809,NA,NA,140733,227
533328977,365134,NA,2145,17
533330213,53775,NA,NA,2
533330346,48710,NA,NA,NA
533330817,726710,NA,NA,39
533333696,621098,216000,NA,1
533335972,479421,NA,120000,12
533336210,128284,NA,NA,NA
533336400,NA,NA,NA,NA
533336681,NA,81,1930,NA
533337309,57955,NA,NA,NA
533341756,341256,NA,787,1800
533346789,212508,NA,NA,1460
533348215,221309,NA,8,1
533350369,46000,NA,NA,NA
533356622,84,NA,NA,84
533356879,91756,3,NA,1
533357232,101714,NA,4241,1
533357273,723505,NA,NA,NA
533359824,260327,NA,NA,25
533361804,250000,NA,NA,NA
533362935,91692,NA,221,NA
533365599,362223,200001,NA,NA
533365623,NA,NA,NA,NA
533366605,349326,5,NA,14
533369138,542113,1,NA,1
533369856,943383,NA,1905,7993
533374294,1387729,NA,NA,730
533374674,259313,NA,NA,NA
533375275,556371,NA,221300,420
533376604,44319,119,NA,3
533381257,290833,NA,NA,169
533382826,197548,NA,NA,139
533383535,1164131,NA,45696,13
533389383,1220433,NA,NA,NA
533390431,NA,NA,NA,NA
533390977,NA,NA,NA,NA
533392031,1111914,NA,430,7
533396610,3119,NA,NA,NA
533396784,224643,NA,NA,1
533397469,1549,NA,NA,NA
533398392,NA,450,NA,NA
533398798,NA,313,NA,NA
533399069,40492,52,NA,3
533406070,2,148698,24000,2
533406146,459235,NA,NA,61
533406229,6837842,2086,19320,NA
533406369,353927,NA,7000,98
533406856,8000,2397962,NA,NA
533411500,2183656,NA,1682,116
533412961,402111,490,NA,3
533417143,150000,NA,NA,NA
533419321,149112,NA,NA,63
533422283,80395,NA,NA,1
533429981,48000,NA,NA,NA
533431938,201157,NA,NA,6
533436002,24600,NA,NA,NA
533436432,NA,NA,NA,NA
533436911,125299,NA,NA,NA
533437018,NA,NA,NA,NA
533438719,NA,NA,NA,24
